case_id	object_key	object_name	date	seq	person	person_idx	raw_inventory_status	raw_contact_3cm_status	raw_contact_5cm_status	template_status	retarget_variant_id	stage2b_status	target_variant_id	target_gate_status	visual_qc_status	cem_status	rl_status	downstream_decision	downstream_failure_mode	downstream_evidence_root	cem_run_id	cem_result_npz	cem_video	cem_metrics_ref	rl_run_id	rl_checkpoint	rl_metrics_ref	rl_video	current_decision	route_diagnostic_status	route_diagnostic_ref	fingertip_vote_status	palm_vote_status	quat_audit_status	face_changed_l	face_changed_r	disable_world_up	target_active_mask_status	target_npz	target_npz_sha256	target_gap_status	active_L_frac	active_R_frac	e101_route_evidence_status	diagnostic_contracts	evidence_root	source_type	source_ref	schema_version	updated_at	notes
board005_20231003_2_048_p1	board005	board005	20231003_2	048	person1	0	invalid_raw	not_run	not_run	backlog	shared	not_run	ref_fk	not_run	not_run	not_run	not_run												REJECT_RAW_INVENTORY																E098_global	workspace/core4d/results/E108/s1_raw_contact/inventory	historical_seed	workspace/core4d/results/E108/registries/case_state_registry_all_nonbox_candidates.tsv	core4d_data_construction_v3.0	2026-06-02T16:46:03+08:00	E108_nonbox_candidate_mining; reject_too_small_bucket001_or_smaller
board005_20231003_2_048_p2	board005	board005	20231003_2	048	person2	1	invalid_raw	not_run	not_run	backlog	shared	not_run	ref_fk	not_run	not_run	not_run	not_run												REJECT_RAW_INVENTORY																E098_global	workspace/core4d/results/E108/s1_raw_contact/inventory	historical_seed	workspace/core4d/results/E108/registries/case_state_registry_all_nonbox_candidates.tsv	core4d_data_construction_v3.0	2026-06-02T16:46:03+08:00	E108_nonbox_candidate_mining; reject_too_small_bucket001_or_smaller
board005_20231003_2_049_p1	board005	board005	20231003_2	049	person1	0	invalid_raw	not_run	not_run	backlog	shared	not_run	ref_fk	not_run	not_run	not_run	not_run												REJECT_RAW_INVENTORY																E098_global	workspace/core4d/results/E108/s1_raw_contact/inventory	historical_seed	workspace/core4d/results/E108/registries/case_state_registry_all_nonbox_candidates.tsv	core4d_data_construction_v3.0	2026-06-02T16:46:03+08:00	E108_nonbox_candidate_mining; reject_too_small_bucket001_or_smaller
board005_20231003_2_049_p2	board005	board005	20231003_2	049	person2	1	invalid_raw	not_run	not_run	backlog	shared	not_run	ref_fk	not_run	not_run	not_run	not_run												REJECT_RAW_INVENTORY																E098_global	workspace/core4d/results/E108/s1_raw_contact/inventory	historical_seed	workspace/core4d/results/E108/registries/case_state_registry_all_nonbox_candidates.tsv	core4d_data_construction_v3.0	2026-06-02T16:46:03+08:00	E108_nonbox_candidate_mining; reject_too_small_bucket001_or_smaller
board007_20231002_009_p1	board007	board007	20231002	009	person1	0	invalid_raw	not_run	not_run	backlog	shared	not_run	ref_fk	not_run	not_run	not_run	not_run												REJECT_RAW_INVENTORY																E098_global	workspace/core4d/results/E108/s1_raw_contact/inventory	historical_seed	workspace/core4d/results/E108/registries/case_state_registry_all_nonbox_candidates.tsv	core4d_data_construction_v3.0	2026-06-02T16:46:03+08:00	E108_nonbox_candidate_mining; reject_too_small_bucket001_or_smaller
board007_20231002_009_p2	board007	board007	20231002	009	person2	1	invalid_raw	not_run	not_run	backlog	shared	not_run	ref_fk	not_run	not_run	not_run	not_run												REJECT_RAW_INVENTORY																E098_global	workspace/core4d/results/E108/s1_raw_contact/inventory	historical_seed	workspace/core4d/results/E108/registries/case_state_registry_all_nonbox_candidates.tsv	core4d_data_construction_v3.0	2026-06-02T16:46:03+08:00	E108_nonbox_candidate_mining; reject_too_small_bucket001_or_smaller
board007_20231002_011_p1	board007	board007	20231002	011	person1	0	invalid_raw	not_run	not_run	backlog	shared	not_run	ref_fk	not_run	not_run	not_run	not_run												REJECT_RAW_INVENTORY																E098_global	workspace/core4d/results/E108/s1_raw_contact/inventory	historical_seed	workspace/core4d/results/E108/registries/case_state_registry_all_nonbox_candidates.tsv	core4d_data_construction_v3.0	2026-06-02T16:46:03+08:00	E108_nonbox_candidate_mining; reject_too_small_bucket001_or_smaller
board007_20231002_011_p2	board007	board007	20231002	011	person2	1	invalid_raw	not_run	not_run	backlog	shared	not_run	ref_fk	not_run	not_run	not_run	not_run												REJECT_RAW_INVENTORY																E098_global	workspace/core4d/results/E108/s1_raw_contact/inventory	historical_seed	workspace/core4d/results/E108/registries/case_state_registry_all_nonbox_candidates.tsv	core4d_data_construction_v3.0	2026-06-02T16:46:03+08:00	E108_nonbox_candidate_mining; reject_too_small_bucket001_or_smaller
board007_20231002_012_p1	board007	board007	20231002	012	person1	0	invalid_raw	not_run	not_run	backlog	shared	not_run	ref_fk	not_run	not_run	not_run	not_run												REJECT_RAW_INVENTORY																E098_global	workspace/core4d/results/E108/s1_raw_contact/inventory	historical_seed	workspace/core4d/results/E108/registries/case_state_registry_all_nonbox_candidates.tsv	core4d_data_construction_v3.0	2026-06-02T16:46:03+08:00	E108_nonbox_candidate_mining; reject_too_small_bucket001_or_smaller
board007_20231002_012_p2	board007	board007	20231002	012	person2	1	invalid_raw	not_run	not_run	backlog	shared	not_run	ref_fk	not_run	not_run	not_run	not_run												REJECT_RAW_INVENTORY																E098_global	workspace/core4d/results/E108/s1_raw_contact/inventory	historical_seed	workspace/core4d/results/E108/registries/case_state_registry_all_nonbox_candidates.tsv	core4d_data_construction_v3.0	2026-06-02T16:46:03+08:00	E108_nonbox_candidate_mining; reject_too_small_bucket001_or_smaller
board007_20231002_014_p1	board007	board007	20231002	014	person1	0	invalid_raw	not_run	not_run	backlog	shared	not_run	ref_fk	not_run	not_run	not_run	not_run												REJECT_RAW_INVENTORY																E098_global	workspace/core4d/results/E108/s1_raw_contact/inventory	historical_seed	workspace/core4d/results/E108/registries/case_state_registry_all_nonbox_candidates.tsv	core4d_data_construction_v3.0	2026-06-02T16:46:03+08:00	E108_nonbox_candidate_mining; reject_too_small_bucket001_or_smaller
board007_20231002_014_p2	board007	board007	20231002	014	person2	1	invalid_raw	not_run	not_run	backlog	shared	not_run	ref_fk	not_run	not_run	not_run	not_run												REJECT_RAW_INVENTORY																E098_global	workspace/core4d/results/E108/s1_raw_contact/inventory	historical_seed	workspace/core4d/results/E108/registries/case_state_registry_all_nonbox_candidates.tsv	core4d_data_construction_v3.0	2026-06-02T16:46:03+08:00	E108_nonbox_candidate_mining; reject_too_small_bucket001_or_smaller
board007_20231003_2_073_p1	board007	board007	20231003_2	073	person1	0	invalid_raw	not_run	not_run	backlog	shared	not_run	ref_fk	not_run	not_run	not_run	not_run												REJECT_RAW_INVENTORY																E098_global	workspace/core4d/results/E108/s1_raw_contact/inventory	historical_seed	workspace/core4d/results/E108/registries/case_state_registry_all_nonbox_candidates.tsv	core4d_data_construction_v3.0	2026-06-02T16:46:03+08:00	E108_nonbox_candidate_mining; reject_too_small_bucket001_or_smaller
board007_20231003_2_073_p2	board007	board007	20231003_2	073	person2	1	invalid_raw	not_run	not_run	backlog	shared	not_run	ref_fk	not_run	not_run	not_run	not_run												REJECT_RAW_INVENTORY																E098_global	workspace/core4d/results/E108/s1_raw_contact/inventory	historical_seed	workspace/core4d/results/E108/registries/case_state_registry_all_nonbox_candidates.tsv	core4d_data_construction_v3.0	2026-06-02T16:46:03+08:00	E108_nonbox_candidate_mining; reject_too_small_bucket001_or_smaller
board007_20231003_2_076_p1	board007	board007	20231003_2	076	person1	0	invalid_raw	not_run	not_run	backlog	shared	not_run	ref_fk	not_run	not_run	not_run	not_run												REJECT_RAW_INVENTORY																E098_global	workspace/core4d/results/E108/s1_raw_contact/inventory	historical_seed	workspace/core4d/results/E108/registries/case_state_registry_all_nonbox_candidates.tsv	core4d_data_construction_v3.0	2026-06-02T16:46:03+08:00	E108_nonbox_candidate_mining; reject_too_small_bucket001_or_smaller
board007_20231003_2_076_p2	board007	board007	20231003_2	076	person2	1	invalid_raw	not_run	not_run	backlog	shared	not_run	ref_fk	not_run	not_run	not_run	not_run												REJECT_RAW_INVENTORY																E098_global	workspace/core4d/results/E108/s1_raw_contact/inventory	historical_seed	workspace/core4d/results/E108/registries/case_state_registry_all_nonbox_candidates.tsv	core4d_data_construction_v3.0	2026-06-02T16:46:03+08:00	E108_nonbox_candidate_mining; reject_too_small_bucket001_or_smaller
board007_20231003_2_077_p1	board007	board007	20231003_2	077	person1	0	invalid_raw	not_run	not_run	backlog	shared	not_run	ref_fk	not_run	not_run	not_run	not_run												REJECT_RAW_INVENTORY																E098_global	workspace/core4d/results/E108/s1_raw_contact/inventory	historical_seed	workspace/core4d/results/E108/registries/case_state_registry_all_nonbox_candidates.tsv	core4d_data_construction_v3.0	2026-06-02T16:46:03+08:00	E108_nonbox_candidate_mining; reject_too_small_bucket001_or_smaller
board007_20231003_2_077_p2	board007	board007	20231003_2	077	person2	1	invalid_raw	not_run	not_run	backlog	shared	not_run	ref_fk	not_run	not_run	not_run	not_run												REJECT_RAW_INVENTORY																E098_global	workspace/core4d/results/E108/s1_raw_contact/inventory	historical_seed	workspace/core4d/results/E108/registries/case_state_registry_all_nonbox_candidates.tsv	core4d_data_construction_v3.0	2026-06-02T16:46:03+08:00	E108_nonbox_candidate_mining; reject_too_small_bucket001_or_smaller
board007_20231003_2_078_p1	board007	board007	20231003_2	078	person1	0	invalid_raw	not_run	not_run	backlog	shared	not_run	ref_fk	not_run	not_run	not_run	not_run												REJECT_RAW_INVENTORY																E098_global	workspace/core4d/results/E108/s1_raw_contact/inventory	historical_seed	workspace/core4d/results/E108/registries/case_state_registry_all_nonbox_candidates.tsv	core4d_data_construction_v3.0	2026-06-02T16:46:03+08:00	E108_nonbox_candidate_mining; reject_too_small_bucket001_or_smaller
board007_20231003_2_078_p2	board007	board007	20231003_2	078	person2	1	invalid_raw	not_run	not_run	backlog	shared	not_run	ref_fk	not_run	not_run	not_run	not_run												REJECT_RAW_INVENTORY																E098_global	workspace/core4d/results/E108/s1_raw_contact/inventory	historical_seed	workspace/core4d/results/E108/registries/case_state_registry_all_nonbox_candidates.tsv	core4d_data_construction_v3.0	2026-06-02T16:46:03+08:00	E108_nonbox_candidate_mining; reject_too_small_bucket001_or_smaller
board007_20231003_2_079_p1	board007	board007	20231003_2	079	person1	0	invalid_raw	not_run	not_run	backlog	shared	not_run	ref_fk	not_run	not_run	not_run	not_run												REJECT_RAW_INVENTORY																E098_global	workspace/core4d/results/E108/s1_raw_contact/inventory	historical_seed	workspace/core4d/results/E108/registries/case_state_registry_all_nonbox_candidates.tsv	core4d_data_construction_v3.0	2026-06-02T16:46:03+08:00	E108_nonbox_candidate_mining; reject_too_small_bucket001_or_smaller
board007_20231003_2_079_p2	board007	board007	20231003_2	079	person2	1	invalid_raw	not_run	not_run	backlog	shared	not_run	ref_fk	not_run	not_run	not_run	not_run												REJECT_RAW_INVENTORY																E098_global	workspace/core4d/results/E108/s1_raw_contact/inventory	historical_seed	workspace/core4d/results/E108/registries/case_state_registry_all_nonbox_candidates.tsv	core4d_data_construction_v3.0	2026-06-02T16:46:03+08:00	E108_nonbox_candidate_mining; reject_too_small_bucket001_or_smaller
board007_20231018_047_p1	board007	board007	20231018	047	person1	0	invalid_raw	not_run	not_run	backlog	shared	not_run	ref_fk	not_run	not_run	not_run	not_run												REJECT_RAW_INVENTORY																E098_global	workspace/core4d/results/E108/s1_raw_contact/inventory	historical_seed	workspace/core4d/results/E108/registries/case_state_registry_all_nonbox_candidates.tsv	core4d_data_construction_v3.0	2026-06-02T16:46:03+08:00	E108_nonbox_candidate_mining; reject_too_small_bucket001_or_smaller
board007_20231018_047_p2	board007	board007	20231018	047	person2	1	invalid_raw	not_run	not_run	backlog	shared	not_run	ref_fk	not_run	not_run	not_run	not_run												REJECT_RAW_INVENTORY																E098_global	workspace/core4d/results/E108/s1_raw_contact/inventory	historical_seed	workspace/core4d/results/E108/registries/case_state_registry_all_nonbox_candidates.tsv	core4d_data_construction_v3.0	2026-06-02T16:46:03+08:00	E108_nonbox_candidate_mining; reject_too_small_bucket001_or_smaller
board007_20231018_048_p1	board007	board007	20231018	048	person1	0	invalid_raw	not_run	not_run	backlog	shared	not_run	ref_fk	not_run	not_run	not_run	not_run												REJECT_RAW_INVENTORY																E098_global	workspace/core4d/results/E108/s1_raw_contact/inventory	historical_seed	workspace/core4d/results/E108/registries/case_state_registry_all_nonbox_candidates.tsv	core4d_data_construction_v3.0	2026-06-02T16:46:03+08:00	E108_nonbox_candidate_mining; reject_too_small_bucket001_or_smaller
board007_20231018_048_p2	board007	board007	20231018	048	person2	1	invalid_raw	not_run	not_run	backlog	shared	not_run	ref_fk	not_run	not_run	not_run	not_run												REJECT_RAW_INVENTORY																E098_global	workspace/core4d/results/E108/s1_raw_contact/inventory	historical_seed	workspace/core4d/results/E108/registries/case_state_registry_all_nonbox_candidates.tsv	core4d_data_construction_v3.0	2026-06-02T16:46:03+08:00	E108_nonbox_candidate_mining; reject_too_small_bucket001_or_smaller
board007_20231018_049_p1	board007	board007	20231018	049	person1	0	invalid_raw	not_run	not_run	backlog	shared	not_run	ref_fk	not_run	not_run	not_run	not_run												REJECT_RAW_INVENTORY																E098_global	workspace/core4d/results/E108/s1_raw_contact/inventory	historical_seed	workspace/core4d/results/E108/registries/case_state_registry_all_nonbox_candidates.tsv	core4d_data_construction_v3.0	2026-06-02T16:46:03+08:00	E108_nonbox_candidate_mining; reject_too_small_bucket001_or_smaller
board007_20231018_049_p2	board007	board007	20231018	049	person2	1	invalid_raw	not_run	not_run	backlog	shared	not_run	ref_fk	not_run	not_run	not_run	not_run												REJECT_RAW_INVENTORY																E098_global	workspace/core4d/results/E108/s1_raw_contact/inventory	historical_seed	workspace/core4d/results/E108/registries/case_state_registry_all_nonbox_candidates.tsv	core4d_data_construction_v3.0	2026-06-02T16:46:03+08:00	E108_nonbox_candidate_mining; reject_too_small_bucket001_or_smaller
board007_20231018_050_p1	board007	board007	20231018	050	person1	0	invalid_raw	not_run	not_run	backlog	shared	not_run	ref_fk	not_run	not_run	not_run	not_run												REJECT_RAW_INVENTORY																E098_global	workspace/core4d/results/E108/s1_raw_contact/inventory	historical_seed	workspace/core4d/results/E108/registries/case_state_registry_all_nonbox_candidates.tsv	core4d_data_construction_v3.0	2026-06-02T16:46:03+08:00	E108_nonbox_candidate_mining; reject_too_small_bucket001_or_smaller
board007_20231018_050_p2	board007	board007	20231018	050	person2	1	invalid_raw	not_run	not_run	backlog	shared	not_run	ref_fk	not_run	not_run	not_run	not_run												REJECT_RAW_INVENTORY																E098_global	workspace/core4d/results/E108/s1_raw_contact/inventory	historical_seed	workspace/core4d/results/E108/registries/case_state_registry_all_nonbox_candidates.tsv	core4d_data_construction_v3.0	2026-06-02T16:46:03+08:00	E108_nonbox_candidate_mining; reject_too_small_bucket001_or_smaller
board007_20231018_051_p1	board007	board007	20231018	051	person1	0	invalid_raw	not_run	not_run	backlog	shared	not_run	ref_fk	not_run	not_run	not_run	not_run												REJECT_RAW_INVENTORY																E098_global	workspace/core4d/results/E108/s1_raw_contact/inventory	historical_seed	workspace/core4d/results/E108/registries/case_state_registry_all_nonbox_candidates.tsv	core4d_data_construction_v3.0	2026-06-02T16:46:03+08:00	E108_nonbox_candidate_mining; reject_too_small_bucket001_or_smaller
board007_20231018_051_p2	board007	board007	20231018	051	person2	1	invalid_raw	not_run	not_run	backlog	shared	not_run	ref_fk	not_run	not_run	not_run	not_run												REJECT_RAW_INVENTORY																E098_global	workspace/core4d/results/E108/s1_raw_contact/inventory	historical_seed	workspace/core4d/results/E108/registries/case_state_registry_all_nonbox_candidates.tsv	core4d_data_construction_v3.0	2026-06-02T16:46:03+08:00	E108_nonbox_candidate_mining; reject_too_small_bucket001_or_smaller
board007_20231018_052_p1	board007	board007	20231018	052	person1	0	invalid_raw	not_run	not_run	backlog	shared	not_run	ref_fk	not_run	not_run	not_run	not_run												REJECT_RAW_INVENTORY																E098_global	workspace/core4d/results/E108/s1_raw_contact/inventory	historical_seed	workspace/core4d/results/E108/registries/case_state_registry_all_nonbox_candidates.tsv	core4d_data_construction_v3.0	2026-06-02T16:46:03+08:00	E108_nonbox_candidate_mining; reject_too_small_bucket001_or_smaller
board007_20231018_052_p2	board007	board007	20231018	052	person2	1	invalid_raw	not_run	not_run	backlog	shared	not_run	ref_fk	not_run	not_run	not_run	not_run												REJECT_RAW_INVENTORY																E098_global	workspace/core4d/results/E108/s1_raw_contact/inventory	historical_seed	workspace/core4d/results/E108/registries/case_state_registry_all_nonbox_candidates.tsv	core4d_data_construction_v3.0	2026-06-02T16:46:03+08:00	E108_nonbox_candidate_mining; reject_too_small_bucket001_or_smaller
board007_20231018_053_p1	board007	board007	20231018	053	person1	0	invalid_raw	not_run	not_run	backlog	shared	not_run	ref_fk	not_run	not_run	not_run	not_run												REJECT_RAW_INVENTORY																E098_global	workspace/core4d/results/E108/s1_raw_contact/inventory	historical_seed	workspace/core4d/results/E108/registries/case_state_registry_all_nonbox_candidates.tsv	core4d_data_construction_v3.0	2026-06-02T16:46:03+08:00	E108_nonbox_candidate_mining; reject_too_small_bucket001_or_smaller
board007_20231018_053_p2	board007	board007	20231018	053	person2	1	invalid_raw	not_run	not_run	backlog	shared	not_run	ref_fk	not_run	not_run	not_run	not_run												REJECT_RAW_INVENTORY																E098_global	workspace/core4d/results/E108/s1_raw_contact/inventory	historical_seed	workspace/core4d/results/E108/registries/case_state_registry_all_nonbox_candidates.tsv	core4d_data_construction_v3.0	2026-06-02T16:46:03+08:00	E108_nonbox_candidate_mining; reject_too_small_bucket001_or_smaller
board007_20231018_054_p1	board007	board007	20231018	054	person1	0	invalid_raw	not_run	not_run	backlog	shared	not_run	ref_fk	not_run	not_run	not_run	not_run												REJECT_RAW_INVENTORY																E098_global	workspace/core4d/results/E108/s1_raw_contact/inventory	historical_seed	workspace/core4d/results/E108/registries/case_state_registry_all_nonbox_candidates.tsv	core4d_data_construction_v3.0	2026-06-02T16:46:03+08:00	E108_nonbox_candidate_mining; reject_too_small_bucket001_or_smaller
board007_20231018_054_p2	board007	board007	20231018	054	person2	1	invalid_raw	not_run	not_run	backlog	shared	not_run	ref_fk	not_run	not_run	not_run	not_run												REJECT_RAW_INVENTORY																E098_global	workspace/core4d/results/E108/s1_raw_contact/inventory	historical_seed	workspace/core4d/results/E108/registries/case_state_registry_all_nonbox_candidates.tsv	core4d_data_construction_v3.0	2026-06-02T16:46:03+08:00	E108_nonbox_candidate_mining; reject_too_small_bucket001_or_smaller
board007_20231018_055_p1	board007	board007	20231018	055	person1	0	invalid_raw	not_run	not_run	backlog	shared	not_run	ref_fk	not_run	not_run	not_run	not_run												REJECT_RAW_INVENTORY																E098_global	workspace/core4d/results/E108/s1_raw_contact/inventory	historical_seed	workspace/core4d/results/E108/registries/case_state_registry_all_nonbox_candidates.tsv	core4d_data_construction_v3.0	2026-06-02T16:46:03+08:00	E108_nonbox_candidate_mining; reject_too_small_bucket001_or_smaller
board007_20231018_055_p2	board007	board007	20231018	055	person2	1	invalid_raw	not_run	not_run	backlog	shared	not_run	ref_fk	not_run	not_run	not_run	not_run												REJECT_RAW_INVENTORY																E098_global	workspace/core4d/results/E108/s1_raw_contact/inventory	historical_seed	workspace/core4d/results/E108/registries/case_state_registry_all_nonbox_candidates.tsv	core4d_data_construction_v3.0	2026-06-02T16:46:03+08:00	E108_nonbox_candidate_mining; reject_too_small_bucket001_or_smaller
board007_20231018_056_p1	board007	board007	20231018	056	person1	0	invalid_raw	not_run	not_run	backlog	shared	not_run	ref_fk	not_run	not_run	not_run	not_run												REJECT_RAW_INVENTORY																E098_global	workspace/core4d/results/E108/s1_raw_contact/inventory	historical_seed	workspace/core4d/results/E108/registries/case_state_registry_all_nonbox_candidates.tsv	core4d_data_construction_v3.0	2026-06-02T16:46:03+08:00	E108_nonbox_candidate_mining; reject_too_small_bucket001_or_smaller
board007_20231018_056_p2	board007	board007	20231018	056	person2	1	invalid_raw	not_run	not_run	backlog	shared	not_run	ref_fk	not_run	not_run	not_run	not_run												REJECT_RAW_INVENTORY																E098_global	workspace/core4d/results/E108/s1_raw_contact/inventory	historical_seed	workspace/core4d/results/E108/registries/case_state_registry_all_nonbox_candidates.tsv	core4d_data_construction_v3.0	2026-06-02T16:46:03+08:00	E108_nonbox_candidate_mining; reject_too_small_bucket001_or_smaller
board007_20231020_105_p1	board007	board007	20231020	105	person1	0	invalid_raw	not_run	not_run	backlog	shared	not_run	ref_fk	not_run	not_run	not_run	not_run												REJECT_RAW_INVENTORY																E098_global	workspace/core4d/results/E108/s1_raw_contact/inventory	historical_seed	workspace/core4d/results/E108/registries/case_state_registry_all_nonbox_candidates.tsv	core4d_data_construction_v3.0	2026-06-02T16:46:03+08:00	E108_nonbox_candidate_mining; reject_too_small_bucket001_or_smaller
board007_20231020_105_p2	board007	board007	20231020	105	person2	1	invalid_raw	not_run	not_run	backlog	shared	not_run	ref_fk	not_run	not_run	not_run	not_run												REJECT_RAW_INVENTORY																E098_global	workspace/core4d/results/E108/s1_raw_contact/inventory	historical_seed	workspace/core4d/results/E108/registries/case_state_registry_all_nonbox_candidates.tsv	core4d_data_construction_v3.0	2026-06-02T16:46:03+08:00	E108_nonbox_candidate_mining; reject_too_small_bucket001_or_smaller
board007_20231020_106_p1	board007	board007	20231020	106	person1	0	invalid_raw	not_run	not_run	backlog	shared	not_run	ref_fk	not_run	not_run	not_run	not_run												REJECT_RAW_INVENTORY																E098_global	workspace/core4d/results/E108/s1_raw_contact/inventory	historical_seed	workspace/core4d/results/E108/registries/case_state_registry_all_nonbox_candidates.tsv	core4d_data_construction_v3.0	2026-06-02T16:46:03+08:00	E108_nonbox_candidate_mining; reject_too_small_bucket001_or_smaller
board007_20231020_106_p2	board007	board007	20231020	106	person2	1	invalid_raw	not_run	not_run	backlog	shared	not_run	ref_fk	not_run	not_run	not_run	not_run												REJECT_RAW_INVENTORY																E098_global	workspace/core4d/results/E108/s1_raw_contact/inventory	historical_seed	workspace/core4d/results/E108/registries/case_state_registry_all_nonbox_candidates.tsv	core4d_data_construction_v3.0	2026-06-02T16:46:03+08:00	E108_nonbox_candidate_mining; reject_too_small_bucket001_or_smaller
